"id","BP","FLCΣ","item","response","res"
318,0.65,1.44,"item12",1,0
318,0.65,1.44,"item13",1,0
318,0.65,1.44,"item14",1,0
318,0.65,1.44,"item15",1,0
318,0.65,1.44,"item16",1,0
318,0.65,1.44,"item17",1,0
318,0.65,1.44,"item18",1,0
321,0.83,0.6,"item1",3,0
321,0.83,0.6,"item2",3,0
321,0.83,0.6,"item3",3,0
321,0.83,0.6,"item4",3,0
321,0.83,0.6,"item5",3,0
321,0.83,0.6,"item6",3,0
321,0.83,0.6,"item7",2,0
321,0.83,0.6,"item8",1,0
321,0.83,0.6,"item9",1,0
321,0.83,0.6,"item10",1,0
321,0.83,0.6,"item11",2,0
321,0.83,0.6,"item12",2,0
321,0.83,0.6,"item13",2,0
321,0.83,0.6,"item14",2,0
321,0.83,0.6,"item15",2,0
321,0.83,0.6,"item16",2,0
321,0.83,0.6,"item17",1,0
321,0.83,0.6,"item18",2,0
322,0.71,2.66,"item1",2,0
322,0.71,2.66,"item2",2,0
322,0.71,2.66,"item3",2,0
322,0.71,2.66,"item4",1,0
322,0.71,2.66,"item5",1,0
322,0.71,2.66,"item6",1,0
322,0.71,2.66,"item7",1,0
322,0.71,2.66,"item8",1,0
322,0.71,2.66,"item9",1,0
322,0.71,2.66,"item10",1,0
322,0.71,2.66,"item11",1,0
322,0.71,2.66,"item12",1,0
322,0.71,2.66,"item13",1,0
322,0.71,2.66,"item14",1,0
322,0.71,2.66,"item15",1,0
322,0.71,2.66,"item16",1,0
322,0.71,2.66,"item17",1,0
322,0.71,2.66,"item18",1,0
323,0.79,1.93,"item1",2,0
323,0.79,1.93,"item2",3,0
323,0.79,1.93,"item3",2,0
323,0.79,1.93,"item4",1,0
323,0.79,1.93,"item5",1,0
323,0.79,1.93,"item6",1,0
323,0.79,1.93,"item7",2,0
323,0.79,1.93,"item8",1,0
323,0.79,1.93,"item9",1,0
323,0.79,1.93,"item10",1,0
323,0.79,1.93,"item11",2,0
323,0.79,1.93,"item12",1,0
323,0.79,1.93,"item13",2,0
323,0.79,1.93,"item14",1,0
323,0.79,1.93,"item15",2,0
323,0.79,1.93,"item16",2,0
323,0.79,1.93,"item17",2,0
323,0.79,1.93,"item18",1,0
327,0.52,2.06,"item1",1,0
327,0.52,2.06,"item2",1,0
327,0.52,2.06,"item3",1,0
327,0.52,2.06,"item4",3,0
327,0.52,2.06,"item5",3,0
327,0.52,2.06,"item6",3,0
327,0.52,2.06,"item7",3,0
327,0.52,2.06,"item8",2,0
327,0.52,2.06,"item9",2,0
327,0.52,2.06,"item10",2,0
327,0.52,2.06,"item11",3,0
327,0.52,2.06,"item12",2,0
327,0.52,2.06,"item13",2,0
327,0.52,2.06,"item14",2,0
327,0.52,2.06,"item15",2,0
327,0.52,2.06,"item16",2,0
327,0.52,2.06,"item17",2,0
327,0.52,2.06,"item18",3,0
329,0.71,1.29,"item1",1,0
329,0.71,1.29,"item2",1,0
329,0.71,1.29,"item3",1,0
329,0.71,1.29,"item4",2,0
329,0.71,1.29,"item5",2,0
329,0.71,1.29,"item6",2,0
329,0.71,1.29,"item7",2,0
329,0.71,1.29,"item8",2,0
329,0.71,1.29,"item9",3,0
329,0.71,1.29,"item10",2,0
329,0.71,1.29,"item11",3,0
329,0.71,1.29,"item12",2,0
329,0.71,1.29,"item13",2,0
329,0.71,1.29,"item14",3,0
329,0.71,1.29,"item15",2,0
329,0.71,1.29,"item16",2,0
329,0.71,1.29,"item17",1,0
329,0.71,1.29,"item18",2,0
330,1,0.81,"item1",2,0
330,1,0.81,"item2",1,0
330,1,0.81,"item3",1,0
330,1,0.81,"item4",2,0
330,1,0.81,"item5",2,0
330,1,0.81,"item6",2,0
330,1,0.81,"item7",4,1
330,1,0.81,"item8",4,1
330,1,0.81,"item9",4,1
330,1,0.81,"item10",2,0
330,1,0.81,"item11",1,0
330,1,0.81,"item12",1,0
330,1,0.81,"item13",1,0
330,1,0.81,"item14",2,0
330,1,0.81,"item15",1,0
330,1,0.81,"item16",1,0
330,1,0.81,"item17",1,0
330,1,0.81,"item18",1,0
331,0.92,3.2,"item1",2,0
331,0.92,3.2,"item2",2,0
331,0.92,3.2,"item3",2,0
331,0.92,3.2,"item4",3,0
331,0.92,3.2,"item5",3,0
331,0.92,3.2,"item6",3,0
331,0.92,3.2,"item7",3,0
331,0.92,3.2,"item8",1,0
331,0.92,3.2,"item9",2,0
331,0.92,3.2,"item10",1,0
331,0.92,3.2,"item11",1,0
331,0.92,3.2,"item12",1,0
331,0.92,3.2,"item13",1,0
331,0.92,3.2,"item14",2,0
331,0.92,3.2,"item15",1,0
331,0.92,3.2,"item16",1,0
331,0.92,3.2,"item17",1,0
331,0.92,3.2,"item18",1,0
333,0.55,1.32,"item1",2,0
333,0.55,1.32,"item2",2,0
333,0.55,1.32,"item3",2,0
333,0.55,1.32,"item4",2,0
333,0.55,1.32,"item5",2,0
333,0.55,1.32,"item6",3,0
333,0.55,1.32,"item7",3,0
333,0.55,1.32,"item8",3,0
333,0.55,1.32,"item9",3,0
333,0.55,1.32,"item10",2,0
333,0.55,1.32,"item11",2,0
333,0.55,1.32,"item12",2,0
333,0.55,1.32,"item13",2,0
333,0.55,1.32,"item14",2,0
333,0.55,1.32,"item15",1,0
333,0.55,1.32,"item16",2,0
333,0.55,1.32,"item17",1,0
333,0.55,1.32,"item18",1,0
335,0.3,2.55,"item1",2,0
335,0.3,2.55,"item2",2,0
335,0.3,2.55,"item3",2,0
335,0.3,2.55,"item4",2,0
335,0.3,2.55,"item5",2,0
335,0.3,2.55,"item6",2,0
335,0.3,2.55,"item7",1,0
335,0.3,2.55,"item8",1,0
335,0.3,2.55,"item9",1,0
335,0.3,2.55,"item10",1,0
335,0.3,2.55,"item11",1,0
335,0.3,2.55,"item12",1,0
335,0.3,2.55,"item13",1,0
335,0.3,2.55,"item14",1,0
335,0.3,2.55,"item15",1,0
335,0.3,2.55,"item16",1,0
335,0.3,2.55,"item17",1,0
335,0.3,2.55,"item18",1,0
336,0.58,2.51,"item1",3,0
336,0.58,2.51,"item2",3,0
336,0.58,2.51,"item3",3,0
336,0.58,2.51,"item4",1,0
336,0.58,2.51,"item5",1,0
336,0.58,2.51,"item6",1,0
336,0.58,2.51,"item7",2,0
336,0.58,2.51,"item8",1,0
336,0.58,2.51,"item9",1,0
336,0.58,2.51,"item10",1,0
336,0.58,2.51,"item11",1,0
336,0.58,2.51,"item12",1,0
336,0.58,2.51,"item13",1,0
336,0.58,2.51,"item14",1,0
336,0.58,2.51,"item15",1,0
336,0.58,2.51,"item16",1,0
336,0.58,2.51,"item17",1,0
336,0.58,2.51,"item18",1,0
337,0.59,1.49,"item1",2,0
337,0.59,1.49,"item2",2,0
337,0.59,1.49,"item3",2,0
337,0.59,1.49,"item4",2,0
337,0.59,1.49,"item5",2,0
337,0.59,1.49,"item6",2,0
337,0.59,1.49,"item7",2,0
337,0.59,1.49,"item8",2,0
337,0.59,1.49,"item9",2,0
337,0.59,1.49,"item10",1,0
337,0.59,1.49,"item11",1,0
337,0.59,1.49,"item12",1,0
337,0.59,1.49,"item13",1,0
337,0.59,1.49,"item14",1,0
337,0.59,1.49,"item15",1,0
337,0.59,1.49,"item16",1,0
337,0.59,1.49,"item17",1,0
337,0.59,1.49,"item18",1,0
338,0.59,2.75,"item1",2,0
338,0.59,2.75,"item2",3,0
338,0.59,2.75,"item3",3,0
338,0.59,2.75,"item4",1,0
338,0.59,2.75,"item5",2,0
338,0.59,2.75,"item6",1,0
338,0.59,2.75,"item7",3,0
338,0.59,2.75,"item8",2,0
338,0.59,2.75,"item9",1,0
338,0.59,2.75,"item10",2,0
338,0.59,2.75,"item11",2,0
338,0.59,2.75,"item12",1,0
338,0.59,2.75,"item13",1,0
338,0.59,2.75,"item14",1,0
338,0.59,2.75,"item15",1,0
338,0.59,2.75,"item16",1,0
338,0.59,2.75,"item17",1,0
338,0.59,2.75,"item18",1,0
339,0.67,2.31,"item1",2,0
339,0.67,2.31,"item2",2,0
339,0.67,2.31,"item3",2,0
339,0.67,2.31,"item4",3,0
339,0.67,2.31,"item5",3,0
339,0.67,2.31,"item6",4,1
339,0.67,2.31,"item7",4,1
339,0.67,2.31,"item8",4,1
339,0.67,2.31,"item9",3,0
339,0.67,2.31,"item10",4,1
339,0.67,2.31,"item11",3,0
339,0.67,2.31,"item12",3,0
339,0.67,2.31,"item13",3,0
339,0.67,2.31,"item14",3,0
339,0.67,2.31,"item15",3,0
339,0.67,2.31,"item16",3,0
339,0.67,2.31,"item17",2,0
339,0.67,2.31,"item18",3,0
342,1.31,5.5,"item1",4,1
342,1.31,5.5,"item2",4,1
342,1.31,5.5,"item3",4,1
342,1.31,5.5,"item4",1,0
342,1.31,5.5,"item5",1,0
342,1.31,5.5,"item6",1,0
342,1.31,5.5,"item7",1,0
342,1.31,5.5,"item8",1,0
342,1.31,5.5,"item9",1,0
342,1.31,5.5,"item10",1,0
342,1.31,5.5,"item11",1,0
342,1.31,5.5,"item12",1,0
342,1.31,5.5,"item13",1,0
342,1.31,5.5,"item14",1,0
342,1.31,5.5,"item15",1,0
342,1.31,5.5,"item16",1,0
342,1.31,5.5,"item17",1,0
342,1.31,5.5,"item18",1,0
346,0.67,1.28,"item1",3,0
346,0.67,1.28,"item2",2,0
346,0.67,1.28,"item3",3,0
346,0.67,1.28,"item4",3,0
346,0.67,1.28,"item5",4,1
346,0.67,1.28,"item6",4,1
346,0.67,1.28,"item7",3,0
346,0.67,1.28,"item8",2,0
346,0.67,1.28,"item9",2,0
346,0.67,1.28,"item10",1,0
346,0.67,1.28,"item11",1,0
346,0.67,1.28,"item12",1,0
346,0.67,1.28,"item13",1,0
346,0.67,1.28,"item14",1,0
346,0.67,1.28,"item15",1,0
346,0.67,1.28,"item16",1,0
346,0.67,1.28,"item17",1,0
346,0.67,1.28,"item18",1,0
347,0.57,2.04,"item1",3,0
347,0.57,2.04,"item2",3,0
347,0.57,2.04,"item3",3,0
347,0.57,2.04,"item4",2,0
347,0.57,2.04,"item5",2,0
347,0.57,2.04,"item6",2,0
347,0.57,2.04,"item7",3,0
347,0.57,2.04,"item8",2,0
347,0.57,2.04,"item9",2,0
347,0.57,2.04,"item10",2,0
347,0.57,2.04,"item11",3,0
347,0.57,2.04,"item12",2,0
347,0.57,2.04,"item13",1,0
347,0.57,2.04,"item14",2,0
347,0.57,2.04,"item15",2,0
347,0.57,2.04,"item16",2,0
347,0.57,2.04,"item17",1,0
347,0.57,2.04,"item18",1,0
353,0.79,0.68,"item1",2,0
353,0.79,0.68,"item2",2,0
353,0.79,0.68,"item3",2,0
353,0.79,0.68,"item4",1,0
353,0.79,0.68,"item5",1,0
353,0.79,0.68,"item6",2,0
353,0.79,0.68,"item7",2,0
353,0.79,0.68,"item8",2,0
353,0.79,0.68,"item9",1,0
353,0.79,0.68,"item10",2,0
353,0.79,0.68,"item11",2,0
353,0.79,0.68,"item12",1,0
353,0.79,0.68,"item13",1,0
353,0.79,0.68,"item14",1,0
353,0.79,0.68,"item15",1,0
353,0.79,0.68,"item16",1,0
353,0.79,0.68,"item17",1,0
353,0.79,0.68,"item18",1,0
354,0.9,1.41,"item1",3,0
354,0.9,1.41,"item2",4,1
354,0.9,1.41,"item3",4,1
354,0.9,1.41,"item4",3,0
354,0.9,1.41,"item5",3,0
354,0.9,1.41,"item6",2,0
354,0.9,1.41,"item7",1,0
354,0.9,1.41,"item8",2,0
354,0.9,1.41,"item9",2,0
354,0.9,1.41,"item10",2,0
354,0.9,1.41,"item11",2,0
354,0.9,1.41,"item12",2,0
354,0.9,1.41,"item13",2,0
354,0.9,1.41,"item14",1,0
354,0.9,1.41,"item15",1,0
354,0.9,1.41,"item16",1,0
354,0.9,1.41,"item17",1,0
354,0.9,1.41,"item18",1,0
356,0.84,1.47,"item1",1,0
356,0.84,1.47,"item2",2,0
356,0.84,1.47,"item3",2,0
356,0.84,1.47,"item4",2,0
356,0.84,1.47,"item5",2,0
356,0.84,1.47,"item6",2,0
356,0.84,1.47,"item7",2,0
356,0.84,1.47,"item8",2,0
356,0.84,1.47,"item9",1,0
356,0.84,1.47,"item10",1,0
356,0.84,1.47,"item11",1,0
356,0.84,1.47,"item12",1,0
356,0.84,1.47,"item13",1,0
356,0.84,1.47,"item14",1,0
356,0.84,1.47,"item15",1,0
356,0.84,1.47,"item16",1,0
356,0.84,1.47,"item17",1,0
356,0.84,1.47,"item18",1,0
362,0.9,1.26,"item1",1,0
362,0.9,1.26,"item2",2,0
362,0.9,1.26,"item3",2,0
362,0.9,1.26,"item4",2,0
362,0.9,1.26,"item5",1,0
362,0.9,1.26,"item6",3,0
362,0.9,1.26,"item7",2,0
362,0.9,1.26,"item8",2,0
362,0.9,1.26,"item9",2,0
362,0.9,1.26,"item10",3,0
362,0.9,1.26,"item11",4,1
362,0.9,1.26,"item12",2,0
362,0.9,1.26,"item13",4,1
362,0.9,1.26,"item14",2,0
362,0.9,1.26,"item15",2,0
362,0.9,1.26,"item16",3,0
362,0.9,1.26,"item17",2,0
362,0.9,1.26,"item18",3,0
363,0.4,3.11,"item1",2,0
363,0.4,3.11,"item2",2,0
363,0.4,3.11,"item3",2,0
363,0.4,3.11,"item4",1,0
363,0.4,3.11,"item5",2,0
363,0.4,3.11,"item6",2,0
363,0.4,3.11,"item7",2,0
363,0.4,3.11,"item8",2,0
363,0.4,3.11,"item9",2,0
363,0.4,3.11,"item10",2,0
363,0.4,3.11,"item11",2,0
363,0.4,3.11,"item12",1,0
363,0.4,3.11,"item13",1,0
363,0.4,3.11,"item14",1,0
363,0.4,3.11,"item15",2,0
363,0.4,3.11,"item16",2,0
363,0.4,3.11,"item17",1,0
363,0.4,3.11,"item18",1,0
365,2.03,2.59,"item1",2,0
365,2.03,2.59,"item2",2,0
365,2.03,2.59,"item3",2,0
365,2.03,2.59,"item4",3,0
365,2.03,2.59,"item5",2,0
365,2.03,2.59,"item6",2,0
365,2.03,2.59,"item7",2,0
365,2.03,2.59,"item8",2,0
365,2.03,2.59,"item9",3,0
365,2.03,2.59,"item10",2,0
365,2.03,2.59,"item11",3,0
365,2.03,2.59,"item12",2,0
365,2.03,2.59,"item13",1,0
365,2.03,2.59,"item14",1,0
365,2.03,2.59,"item15",2,0
365,2.03,2.59,"item16",2,0
365,2.03,2.59,"item17",2,0
365,2.03,2.59,"item18",3,0
367,0.59,0.62,"item1",3,0
367,0.59,0.62,"item2",3,0
367,0.59,0.62,"item3",3,0
367,0.59,0.62,"item4",3,0
367,0.59,0.62,"item5",3,0
367,0.59,0.62,"item6",2,0
367,0.59,0.62,"item7",3,0
367,0.59,0.62,"item8",3,0
367,0.59,0.62,"item9",1,0
367,0.59,0.62,"item10",3,0
367,0.59,0.62,"item11",2,0
367,0.59,0.62,"item12",2,0
367,0.59,0.62,"item13",3,0
367,0.59,0.62,"item14",1,0
367,0.59,0.62,"item15",2,0
367,0.59,0.62,"item16",3,0
367,0.59,0.62,"item17",2,0
367,0.59,0.62,"item18",2,0
368,0.65,2.62,"item1",2,0
368,0.65,2.62,"item2",2,0
368,0.65,2.62,"item3",2,0
368,0.65,2.62,"item4",2,0
368,0.65,2.62,"item5",2,0
368,0.65,2.62,"item6",2,0
368,0.65,2.62,"item7",2,0
368,0.65,2.62,"item8",1,0
368,0.65,2.62,"item9",1,0
368,0.65,2.62,"item10",1,0
368,0.65,2.62,"item11",1,0
368,0.65,2.62,"item12",1,0
368,0.65,2.62,"item13",1,0
368,0.65,2.62,"item14",1,0
368,0.65,2.62,"item15",1,0
368,0.65,2.62,"item16",1,0
368,0.65,2.62,"item17",1,0
368,0.65,2.62,"item18",1,0
371,1.76,0.14,"item1",1,0
371,1.76,0.14,"item2",1,0
371,1.76,0.14,"item3",1,0
371,1.76,0.14,"item4",1,0
371,1.76,0.14,"item5",1,0
371,1.76,0.14,"item6",1,0
371,1.76,0.14,"item7",1,0
371,1.76,0.14,"item8",1,0
371,1.76,0.14,"item9",1,0
371,1.76,0.14,"item10",1,0
371,1.76,0.14,"item11",1,0
371,1.76,0.14,"item12",1,0
371,1.76,0.14,"item13",2,0
371,1.76,0.14,"item14",1,0
371,1.76,0.14,"item15",1,0
371,1.76,0.14,"item16",1,0
371,1.76,0.14,"item17",1,0
371,1.76,0.14,"item18",1,0
372,0.69,0.38,"item1",3,0
372,0.69,0.38,"item2",3,0
372,0.69,0.38,"item3",3,0
372,0.69,0.38,"item4",2,0
372,0.69,0.38,"item5",2,0
372,0.69,0.38,"item6",2,0
372,0.69,0.38,"item7",1,0
372,0.69,0.38,"item8",1,0
372,0.69,0.38,"item9",1,0
372,0.69,0.38,"item10",1,0
372,0.69,0.38,"item11",1,0
372,0.69,0.38,"item12",1,0
372,0.69,0.38,"item13",1,0
372,0.69,0.38,"item14",1,0
372,0.69,0.38,"item15",1,0
372,0.69,0.38,"item16",1,0
372,0.69,0.38,"item17",1,0
372,0.69,0.38,"item18",1,0
377,0.68,1.23,"item1",4,1
377,0.68,1.23,"item2",4,1
377,0.68,1.23,"item3",4,1
377,0.68,1.23,"item4",2,0
377,0.68,1.23,"item5",3,0
377,0.68,1.23,"item6",1,0
377,0.68,1.23,"item7",2,0
377,0.68,1.23,"item8",1,0
377,0.68,1.23,"item9",1,0
377,0.68,1.23,"item10",1,0
377,0.68,1.23,"item11",2,0
377,0.68,1.23,"item12",1,0
377,0.68,1.23,"item13",1,0
377,0.68,1.23,"item14",2,0
377,0.68,1.23,"item15",2,0
377,0.68,1.23,"item16",1,0
377,0.68,1.23,"item17",1,0
377,0.68,1.23,"item18",2,0
379,0.76,0.69,"item1",2,0
379,0.76,0.69,"item2",2,0
379,0.76,0.69,"item3",2,0
379,0.76,0.69,"item4",3,0
379,0.76,0.69,"item5",2,0
379,0.76,0.69,"item6",2,0
379,0.76,0.69,"item7",3,0
379,0.76,0.69,"item8",3,0
379,0.76,0.69,"item9",3,0
379,0.76,0.69,"item10",3,0
379,0.76,0.69,"item11",2,0
379,0.76,0.69,"item12",2,0
379,0.76,0.69,"item13",2,0
379,0.76,0.69,"item14",2,0
379,0.76,0.69,"item15",2,0
379,0.76,0.69,"item16",2,0
379,0.76,0.69,"item17",1,0
379,0.76,0.69,"item18",1,0
380,1,0.58,"item1",2,0
380,1,0.58,"item2",2,0
380,1,0.58,"item3",2,0
380,1,0.58,"item4",2,0
380,1,0.58,"item5",2,0
380,1,0.58,"item6",2,0
380,1,0.58,"item7",2,0
380,1,0.58,"item8",2,0
380,1,0.58,"item9",1,0
380,1,0.58,"item10",1,0
380,1,0.58,"item11",2,0
380,1,0.58,"item12",1,0
380,1,0.58,"item13",1,0
380,1,0.58,"item14",2,0
380,1,0.58,"item15",1,0
380,1,0.58,"item16",2,0
380,1,0.58,"item17",1,0
380,1,0.58,"item18",1,0
381,0.87,0.5,"item1",2,0
381,0.87,0.5,"item2",3,0
381,0.87,0.5,"item3",3,0
381,0.87,0.5,"item4",2,0
381,0.87,0.5,"item5",3,0
381,0.87,0.5,"item6",2,0
381,0.87,0.5,"item7",2,0
381,0.87,0.5,"item8",2,0
381,0.87,0.5,"item9",2,0
381,0.87,0.5,"item10",3,0
381,0.87,0.5,"item11",3,0
381,0.87,0.5,"item12",2,0
381,0.87,0.5,"item13",3,0
381,0.87,0.5,"item14",2,0
381,0.87,0.5,"item15",2,0
381,0.87,0.5,"item16",3,0
381,0.87,0.5,"item17",2,0
381,0.87,0.5,"item18",3,0
384,0.77,2.88,"item1",3,0
384,0.77,2.88,"item2",3,0
384,0.77,2.88,"item3",2,0
384,0.77,2.88,"item4",2,0
384,0.77,2.88,"item5",2,0
384,0.77,2.88,"item6",2,0
384,0.77,2.88,"item7",2,0
384,0.77,2.88,"item8",1,0
384,0.77,2.88,"item9",2,0
384,0.77,2.88,"item10",2,0
384,0.77,2.88,"item11",2,0
384,0.77,2.88,"item12",2,0
384,0.77,2.88,"item13",2,0
384,0.77,2.88,"item14",2,0
384,0.77,2.88,"item15",2,0
384,0.77,2.88,"item16",2,0
384,0.77,2.88,"item17",2,0
384,0.77,2.88,"item18",2,0
386,0.8,1.59,"item1",4,1
386,0.8,1.59,"item2",4,1
386,0.8,1.59,"item3",4,1
386,0.8,1.59,"item4",3,0
386,0.8,1.59,"item5",1,0
386,0.8,1.59,"item6",1,0
386,0.8,1.59,"item7",1,0
386,0.8,1.59,"item8",1,0
386,0.8,1.59,"item9",1,0
386,0.8,1.59,"item10",1,0
386,0.8,1.59,"item11",1,0
386,0.8,1.59,"item12",1,0
386,0.8,1.59,"item13",1,0
386,0.8,1.59,"item14",1,0
386,0.8,1.59,"item15",1,0
386,0.8,1.59,"item16",1,0
386,0.8,1.59,"item17",1,0
386,0.8,1.59,"item18",1,0
388,0.76,0.73,"item1",2,0
388,0.76,0.73,"item2",2,0
388,0.76,0.73,"item3",2,0
388,0.76,0.73,"item4",3,0
388,0.76,0.73,"item5",3,0
388,0.76,0.73,"item6",2,0
388,0.76,0.73,"item7",3,0
388,0.76,0.73,"item8",3,0
388,0.76,0.73,"item9",2,0
388,0.76,0.73,"item10",1,0
388,0.76,0.73,"item11",1,0
388,0.76,0.73,"item12",1,0
388,0.76,0.73,"item13",3,0
388,0.76,0.73,"item14",2,0
388,0.76,0.73,"item15",1,0
388,0.76,0.73,"item16",2,0
388,0.76,0.73,"item17",1,0
388,0.76,0.73,"item18",1,0
389,1.27,2.35,"item1",2,0
389,1.27,2.35,"item2",2,0
389,1.27,2.35,"item3",2,0
389,1.27,2.35,"item4",1,0
389,1.27,2.35,"item5",1,0
389,1.27,2.35,"item6",2,0
389,1.27,2.35,"item7",1,0
389,1.27,2.35,"item8",1,0
389,1.27,2.35,"item9",1,0
389,1.27,2.35,"item10",1,0
389,1.27,2.35,"item11",1,0
389,1.27,2.35,"item12",1,0
389,1.27,2.35,"item13",1,0
389,1.27,2.35,"item14",1,0
389,1.27,2.35,"item15",1,0
389,1.27,2.35,"item16",1,0
389,1.27,2.35,"item17",1,0
389,1.27,2.35,"item18",1,0
390,0.64,1.21,"item1",2,0
390,0.64,1.21,"item2",2,0
390,0.64,1.21,"item3",2,0
390,0.64,1.21,"item4",2,0
390,0.64,1.21,"item5",1,0
390,0.64,1.21,"item6",2,0
390,0.64,1.21,"item7",2,0
390,0.64,1.21,"item8",2,0
390,0.64,1.21,"item9",2,0
390,0.64,1.21,"item10",3,0
390,0.64,1.21,"item11",2,0
390,0.64,1.21,"item12",1,0
390,0.64,1.21,"item13",1,0
390,0.64,1.21,"item14",1,0
390,0.64,1.21,"item15",2,0
390,0.64,1.21,"item16",2,0
390,0.64,1.21,"item17",1,0
390,0.64,1.21,"item18",2,0
391,0.83,2.82,"item1",2,0
391,0.83,2.82,"item2",2,0
391,0.83,2.82,"item3",2,0
391,0.83,2.82,"item4",1,0
391,0.83,2.82,"item5",1,0
391,0.83,2.82,"item6",2,0
391,0.83,2.82,"item7",1,0
391,0.83,2.82,"item8",1,0
391,0.83,2.82,"item9",1,0
391,0.83,2.82,"item10",2,0
391,0.83,2.82,"item11",1,0
391,0.83,2.82,"item12",1,0
391,0.83,2.82,"item13",1,0
391,0.83,2.82,"item14",2,0
391,0.83,2.82,"item15",2,0
391,0.83,2.82,"item16",2,0
391,0.83,2.82,"item17",1,0
391,0.83,2.82,"item18",1,0
392,0.87,0.35,"item1",1,0
392,0.87,0.35,"item2",2,0
392,0.87,0.35,"item3",2,0
392,0.87,0.35,"item4",1,0
392,0.87,0.35,"item5",1,0
392,0.87,0.35,"item6",2,0
392,0.87,0.35,"item7",1,0
392,0.87,0.35,"item8",1,0
392,0.87,0.35,"item9",1,0
392,0.87,0.35,"item10",2,0
392,0.87,0.35,"item11",1,0
392,0.87,0.35,"item12",1,0
392,0.87,0.35,"item13",1,0
392,0.87,0.35,"item14",3,0
392,0.87,0.35,"item15",3,0
392,0.87,0.35,"item16",3,0
392,0.87,0.35,"item17",1,0
392,0.87,0.35,"item18",1,0
395,0.58,0.74,"item1",2,0
395,0.58,0.74,"item2",2,0
395,0.58,0.74,"item3",2,0
395,0.58,0.74,"item4",4,1
395,0.58,0.74,"item5",4,1
395,0.58,0.74,"item6",4,1
395,0.58,0.74,"item7",3,0
395,0.58,0.74,"item8",3,0
395,0.58,0.74,"item9",3,0
395,0.58,0.74,"item10",2,0
395,0.58,0.74,"item11",2,0
395,0.58,0.74,"item12",2,0
395,0.58,0.74,"item13",2,0
395,0.58,0.74,"item14",4,1
395,0.58,0.74,"item15",1,0
395,0.58,0.74,"item16",2,0
395,0.58,0.74,"item17",1,0
395,0.58,0.74,"item18",2,0
396,0.73,2.28,"item1",3,0
396,0.73,2.28,"item2",3,0
396,0.73,2.28,"item3",3,0
396,0.73,2.28,"item4",2,0
396,0.73,2.28,"item5",2,0
396,0.73,2.28,"item6",1,0
396,0.73,2.28,"item7",2,0
396,0.73,2.28,"item8",2,0
396,0.73,2.28,"item9",2,0
396,0.73,2.28,"item10",1,0
396,0.73,2.28,"item11",1,0
396,0.73,2.28,"item12",1,0
396,0.73,2.28,"item13",1,0
396,0.73,2.28,"item14",1,0
396,0.73,2.28,"item15",1,0
396,0.73,2.28,"item16",1,0
396,0.73,2.28,"item17",1,0
396,0.73,2.28,"item18",1,0
398,0.93,1.82,"item1",2,0
398,0.93,1.82,"item2",3,0
398,0.93,1.82,"item3",3,0
398,0.93,1.82,"item4",1,0
398,0.93,1.82,"item5",1,0
398,0.93,1.82,"item6",1,0
398,0.93,1.82,"item7",1,0
398,0.93,1.82,"item8",1,0
398,0.93,1.82,"item9",1,0
398,0.93,1.82,"item10",1,0
398,0.93,1.82,"item11",1,0
398,0.93,1.82,"item12",1,0
398,0.93,1.82,"item13",1,0
398,0.93,1.82,"item14",1,0
398,0.93,1.82,"item15",1,0
398,0.93,1.82,"item16",1,0
398,0.93,1.82,"item17",1,0
398,0.93,1.82,"item18",1,0
402,0.7,4.93,"item1",3,0
402,0.7,4.93,"item2",3,0
402,0.7,4.93,"item3",3,0
402,0.7,4.93,"item4",2,0
402,0.7,4.93,"item5",1,0
402,0.7,4.93,"item6",1,0
402,0.7,4.93,"item7",2,0
402,0.7,4.93,"item8",2,0
402,0.7,4.93,"item9",1,0
402,0.7,4.93,"item10",1,0
402,0.7,4.93,"item11",2,0
402,0.7,4.93,"item12",1,0
402,0.7,4.93,"item13",1,0
402,0.7,4.93,"item14",1,0
402,0.7,4.93,"item15",1,0
402,0.7,4.93,"item16",1,0
402,0.7,4.93,"item17",1,0
402,0.7,4.93,"item18",1,0
403,0.89,2.69,"item1",2,0
403,0.89,2.69,"item2",2,0
403,0.89,2.69,"item3",2,0
403,0.89,2.69,"item4",2,0
403,0.89,2.69,"item5",2,0
403,0.89,2.69,"item6",2,0
403,0.89,2.69,"item7",2,0
403,0.89,2.69,"item8",1,0
403,0.89,2.69,"item9",1,0
403,0.89,2.69,"item10",2,0
403,0.89,2.69,"item11",2,0
403,0.89,2.69,"item12",1,0
403,0.89,2.69,"item13",1,0
403,0.89,2.69,"item14",2,0
403,0.89,2.69,"item15",1,0
403,0.89,2.69,"item16",1,0
403,0.89,2.69,"item17",1,0
403,0.89,2.69,"item18",1,0
404,0.75,2,"item1",3,0
404,0.75,2,"item2",2,0
404,0.75,2,"item3",3,0
404,0.75,2,"item4",2,0
404,0.75,2,"item5",1,0
404,0.75,2,"item6",3,0
404,0.75,2,"item7",1,0
404,0.75,2,"item8",1,0
404,0.75,2,"item9",1,0
404,0.75,2,"item10",1,0
404,0.75,2,"item11",2,0
404,0.75,2,"item12",1,0
404,0.75,2,"item13",1,0
404,0.75,2,"item14",1,0
404,0.75,2,"item15",1,0
404,0.75,2,"item16",1,0
404,0.75,2,"item17",1,0
404,0.75,2,"item18",1,0
406,0.73,0.79,"item1",3,0
